,Title,Synopsis,Subject,ISBN
1637,This Can't Be Happening - Green Ideas (Paperback),"[<p><b>In twenty short books, Penguin brings you the classics of the environmental movement.<br/></b><b><br/>In the galvanising speeches and essays brought together in <i>This Can't Be Happening</i>, George Monbiot calls on humanity to stop averting its gaze from the destruction of the living planet, and wake up to the greatest predicament we have ever faced.</b><br/><br/>Over the past 75 years, a new canon has emerged. As life on Earth has become irrevocably altered by humans, visionary thinkers around the world have raised their voices to defend the planet, and affirm our place at the heart of its restoration. Their words have endured through the decades, becoming the classics of a movement. Together, these books show the richness of environmental thought, and point the way to a fairer, saner, greener world.</p>]",science-technology-medicine,9780241514634
1638,Spoon-Fed: Why almost everything we've been told about food is wrong (Paperback),"[<p><b>*THE <i>SUNDAY TIMES</i> BESTSELLER*</b><br/><b>*LONGLISTED FOR THE ANDRE SIMON FOOD AND DRINK BOOK AWARDS*<br/></b><br/><b>The groundbreaking new book from Tim Spector, bestselling author of <i>The Diet Myth</i> and creator of the COVID Symptom Study app. </b><br/><br/><b>'Illuminating and so incredibly timely.' Yotam Ottolenghi</b><br/><br/>We are all bombarded with advice about what we should and shouldn't eat, and new scientific discoveries are announced every day. Yet the more we are told about nutrition, the less we seem to understand.<br/><br/>Through his pioneering scientific research, Tim Spector has been shocked to discover how little good evidence there is for many of our most deep-rooted ideas about food. In a series of short, myth-busting chapters, Spoon-Fed reveals why almost everything we've been told about food is wrong. Spector explores the scandalous lack of good science behind many medical and government food recommendations, and how the food industry holds sway over these policies and our choices.<br/><br/><i>Spoon-Fed</i> is a groundbreaking book that forces us to question every diet plan, official recommendation, miracle cure or food label we encounter, and encourages us to rethink our whole relationship with food. Diet may be the most important medicine we all possess. We urgently need to learn how best to use it, not just for our health as individuals but for the future of the planet.<br/><br/><br/> <b>'One of the clearest and most accessible short nutrition books I have read: refreshingly open-minded, deeply informative and free of faddish diet rules.' Bee Wilson, <i>Guardian</i></b><br/><br/><b>'This book should be available on prescription.' Felicity Cloake, <i>Literary Review</i></b></p>]",science-technology-medicine,9781787332294
1639,Quantum: A Guide For The Perplexed (Paperback),"[<p><b>From Schrodinger's cat to Heisenberg's uncertainty principle, this book untangles the weirdness of the quantum world.</b><br/><br/>Quantum mechanics underpins modern science and provides us with a blueprint for reality itself. And yet it has been said that if you're not shocked by it, you don't understand it. But is quantum physics really so unknowable? Is reality really so strange? And just how can cats be half-alive and half-dead at the same time?<br/><br/>Our journey into the quantum begins with nature's own conjuring trick, in which we discover that atoms -- contrary to the rules of everyday experience -- can exist in two locations at once. To understand this we travel back to the dawn of the twentieth century and witness the birth of quantum theory, which over the next one hundred years was to overthrow so many of our deeply held notions about the nature of our universe. Scientists and philosophers have been left grappling with its implications every since.</p>]",science-technology-medicine,9781780223957
1640,What's the Use?: The Unreasonable Effectiveness of Mathematics (Hardback),"[<p>Many people think mathematics is useless. They're wrong.</p>, <p>In the UK, the 2.8 million people employed in mathematical science occupations contributed GBP208 billion to the economy in a single year – that's 10 per cent of the workforce contributing 16 per cent of the economy.</p>, <p><em>What's the Use?</em> asks why there is such a vast gulf between public perceptions of mathematics and reality. It shows how mathematics is vital, often in surprising ways, behind the scenes of daily life. How politicians pick their voters. How an absurd little puzzle solved 300 years ago leads to efficient methods for kidney transplants. How an Irish mathematician's obsession with a new number system improves special effects in movies and computer games. How SatNav relies on at least six mathematical techniques. And how a bizarre, infinitely wiggly curve, helps to optimise deliveries to your door.</p>]",science-technology-medicine,9781781259412
1641,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need (Hardback),"[<p>In this urgent, authoritative book, Bill Gates sets out a wide-ranging, practical - and <i>accessible </i>- plan for how the world can get to zero greenhouse gas emissions in time to avoid a climate catastrophe.</p>, <p>Bill Gates has spent a decade investigating the causes and effects of climate change. With the help of experts in the fields of physics, chemistry, biology, engineering, political science, and finance, he has focused on what must be done in order to stop the planet's slide toward certain environmental disaster. In this book, he not only explains why we need to work toward net-zero emissions of greenhouse gases, but also details what we need to do to achieve this profoundly important goal.</p>, <p>He gives us a clear-eyed description of the challenges we face. Drawing on his understanding of innovation and what it takes to get new ideas into the market, he describes the areas in which technology is already helping to reduce emissions, where and how the current technology can be made to function more effectively, where breakthrough technologies are needed, and who is working on these essential innovations. Finally, he lays out a concrete, practical plan for achieving the goal of zero emissions-suggesting not only policies that governments should adopt, but what we as individuals can do to keep our government, our employers, and ourselves accountable in this crucial enterprise.</p>, <p>As Bill Gates makes clear, achieving zero emissions will not be simple or easy to do, but if we follow the plan he sets out here, it is a goal firmly within our reach.</p>]",science-technology-medicine,9780241448304
1642,"The Authority Gap: Why women are still taken less seriously than men, and what we can do about it (Hardback)","[<p>'Hugely exciting' - Emily Maitlis</p>, <p>Imagine living in a world in which you were routinely patronised by women.</p>, <p>Imagine having your views ignored or your expertise frequently challenged by them.</p>, <p>Imagine trying to speak up in a meeting, only to be talked over by female colleagues.</p>, <p>Imagine subordinates resisting you as a boss, merely because you're a man.</p>, <p>Imagine being trolled by women on social media for daring to express an opinion.</p>, <p>Imagine people always addressing the woman you are with before you.</p>, <p>Now imagine a world in which the reverse of this is true.</p>, <p><em>The Authority Gap</em> provides a startling perspective on the unseen bias at work in our everyday lives, to reveal the scale of the gap that still persists between men and women. Marshalling a wealth of data with precision and insight, and including interviews with pioneering women such as Baroness Hale, Mary Beard and Bernadine Evaristo, this is a fresh feminist take on how to address and counteract systemic sexism in ways that benefit us all.</p>]",science-technology-medicine,9780857527561
1643,Numbers Don't Lie: 71 Things You Need to Know About the World (Paperback),"[<p><b>'My favourite author has done it again. <i>Numbers Don't Lie</i> is by far his most accessible book to date, and I highly recommend it to anyone who is curious about the world. I unabashedly recommend this book to anyone who loves learning' Bill Gates</b><br/><br/>Is flying dangerous? How much do the world's cows weigh? And what makes people happy?<br/><br/> From Earth's nations and inhabitants, through the fuels and foods that energize them, to the transportation and inventions of our modern world - and how all of this affects the planet itself - in <i>Numbers Don't Lie</i>, Professor Vaclav Smil takes us on a fact-finding adventure, using surprising statistics and illuminating graphs to challenge lazy thinking. Smil is on a mission to make facts matter, because after all, numbers may not lie, but which truth do they convey?<br/><br/><b>'Smil's title says it all: to understand the world, you need to follow the trendlines, not the headlines. This is a compelling, fascinating, and most important, realistic portrait of the world and where it's going' Steven Pinker</b><br/><br/><b>     'The best book to read to better understand our world. It should be on every bookshelf!'  Linda Yueh</b><br/><br/><b>'There is perhaps no other academic who paints pictures with numbers like Smil' <i>Guardian</i></b><br/><br/><b>Vaclav Smil</b> is Distinguished Professor Emeritus at the University of Manitoba. He is the author of over forty books on topics including energy, environmental and population change, food production and nutrition, technical innovation, risk assessment and public policy. No other living scientist has had more books (on a wide variety of topics) reviewed in <i>Nature</i>. A Fellow of the Royal Society of Canada, in 2010 he was named by <i>Foreign Policy</i> as one of the Top 100 Global Thinkers. This is his first book for a more general readership.</p>]",science-technology-medicine,9780241989692
1644,"The System: Who Owns the Internet, and How It Owns Us (Paperback)","[<p>The internet is a network of physical cables and connections, a web of wires enmeshing the world, linking huge data centres to one another and eventually to us. All are owned by someone, financed by someone, regulated by someone. We refer to the internet as abstract from reality. By doing so, we obscure where the real power lies.</p>, <p>In this powerful and necessary book, James Ball sets out on a global journey into the inner workings of the system. From the computer scientists to the cable guys, the billionaire investors to the ad men, the intelligence agencies to the regulators, these are the real-life figures powering the internet and pulling the strings of our society. Ball brilliantly shows how an invention once hailed as a democratising force has concentrated power in places it already existed - that the system, in other words, remains the same as it did before.</p>]",science-technology-medicine,9781526607232
1645,Night Sky Almanac 2022: A Stargazer's Guide (Hardback),"[<p>Follow the progress of constellations throughout the seasons with this beautiful companion to the night sky from Astronomy experts Collins.</p>, <p>With the aid of easy-to-understand monthly calendars and maps, you will chart the rhythm of the lunar phases, discover events that light up the sky for brief periods, and explore the rich tapestry of characters that adorn the starry canvas overhead.</p>, <p>Written and illustrated by astronomical experts, Storm Dunlop and Wil Tirion, and approved by the astronomers of the Royal Observatory Greenwich.</p>]",science-technology-medicine,9780008469887
1646,How to Teach Quantum Physics to Your Dog (Paperback),"[<p><strong>The international bestseller from the author of Breakfast with Einstein</strong></p>, <p>Emmy is no ordinary dog. When adopted from the shelter by physics professor Chad Orzel, she becomes immediately fascinated by his work. Could she use quantum tunnelling to get through the neighbour's fence? How about diffracting round a tree to chase squirrels? Or using virtual particles to catch bunnies made of cheese?</p>, <p>Taking Emmy's anarchic behaviour as a starting point, Orzel explains the key theories of quantum physics. From quarks and gluons to Heisenberg's uncertainty principle, this is a uniquely entertaining way to unlock the secrets of the universe.</p>]",science-technology-medicine,9781851687794
1647,Endell Street: The Women Who Ran Britain's Trailblazing Military Hospital (Paperback),"[<p><strong>A BBC Radio 4 Book of the Week</strong></p>, <p>When the First World War broke out, the suffragettes suspended their campaigning and joined the war effort. For pioneering suffragette doctors (and life partners) Flora Murray and Louisa Garrett Anderson that meant moving to France, where they set up two small military hospitals amidst fierce opposition.</p>, <p>Yet their medical and organisational skills were so impressive that in 1915 Flora and Louisa were asked by the War Ministry to return to London and establish a new military hospital in a vast and derelict old workhouse in Covent Garden's Endell Street. That they did, creating a 573-bed hospital staffed from top to bottom by female surgeons, doctors and nurses, and developing entirely new techniques to deal with the horrific mortar and gas injuries suffered by British soldiers. Receiving 26,000 wounded men over the next four years, Flora and Louisa created such a caring atmosphere that soldiers begged to be sent to Endell Street. And then, following the end of the war and the Spanish Flu outbreak, the hospital was closed and Flora, Louisa and their staff were once again sidelined in the medical profession.</p>, <p>The story of Endell Street provides both a keyhole view into the horrors and thrills of wartime London and a long-overdue tribute to the brilliance and bravery of an extraordinary group of women.</p>]",science-technology-medicine,9781786495853
1648,Fast Asleep: How to get a really good night's rest (Paperback),"[<p>A good night's sleep is essential for a healthy brain and body. So why do so many of us struggle to sleep well?</p>, <p>In Fast Asleep, Dr Michael Mosley explains what happens when we sleep, what triggers common sleep problems and why standard advice rarely works. Prone to insomnia, he has taken part in numerous sleep experiments and tested every remedy going. The result is a radical, four-week programme, based on the latest science, designed to help you re-establish a healthy sleep pattern in record time. With plenty of surprising recommendations - including tips for teenagers, people working night shifts and those prone to jet lag - plus recipes which will boost your deep sleep by improving your gut microbiome, <em>Fast Asleep</em> provides the tools you need to sleep better, reduce stress and feel happier.</p>]",science-technology-medicine,9781780724201
1649,Why Visit America (Paperback),[],science-technology-medicine,9781526618429
1650,More Than I Love My Life (Hardback),"[<p>On a kibbutz in Israel in 2008, Gili is celebrating the ninetieth birthday of her grandmother Vera, the adored matriarch of a sprawling and tight-knit family. But festivities are interrupted by the arrival of Nina: the iron-willed daughter who rejected Vera's care; and the absent mother who abandoned Gili when she was still a baby.</p>, <p>Nina's return to the family after years of silence precipitates an epic journey from Israel to the desolate island of Goli Otok, formerly part of Yugoslavia. It was here, five decades earlier, that Vera was held and tortured as a political prisoner. And it is here that the three women will finally come to terms with the terrible moral dilemma that Vera faced, and that permanently altered the course of their lives.</p>, <p><em>More Than I Love My Life</em> is a sweeping story about the power of love and loving with courage. A novel driven by faith in humanity even in our darkest moments, it asks us to confront our deepest held beliefs about a woman's duty to herself and to her children.</p>]",science-technology-medicine,9781787332935
1651,There is No Point of No Return - Green Ideas (Paperback),"[<p><b>In twenty short books, Penguin brings you the classics of the environmental movement.<br/></b><br/><b>Emphasizing joy in the world, human cooperation and the value of all living things, this selection of Arne Naess' philosophical writings is filled with wit, learning and an intense connection with nature.</b><br/><br/>Over the past 75 years, a new canon has emerged. As life on Earth has become irrevocably altered by humans, visionary thinkers around the world have raised their voices to defend the planet, and affirm our place at the heart of its restoration. Their words have endured through the decades, becoming the classics of a movement. Together, these books show the richness of environmental thought, and point the way to a fairer, saner, greener world.</p>]",science-technology-medicine,9780241514610
1652,Net Zero: How We Stop Causing Climate Change (Paperback),"[<p> <br/>The inconvenient truth is that we are causing the climate crisis with our carbon intensive lifestyles and that fixing - or even just slowing - it will affect all of us. But it can be done.</p>, <p>In Net Zero the economist Professor Dieter Helm addresses the action we would all need to take, whether personal, local, national or global, if we really wanted to stop causing climate change.</p>, <p>Net Zero is Professor Dieter Helm's measured, balanced view of how we stop causing climate change by adopting a net zero strategy of reducing carbon emissions and increasing carbon absorption. It is a rational look at why the past 30 years efforts has failed and why and how the next 30 years can succeed. It is a vital book for anyone who hears the clamour of Extinction Rebellion and other ecological activists, but wonders what they can actually do.</p>]",science-technology-medicine,9780008404499
1653,The Reason I Jump: one boy's voice from the silence of autism (Paperback),[],science-technology-medicine,9781444776775
1654,Astrology: Using the Wisdom of the Stars in Your Everyday Life (Hardback),"[<p><b>Discover how to use astrology to understand yourself, make the best choices, and improve every area of your life.</b><br/><br/>In her trademark accessible, down-to-earth style, acclaimed astrologer Carole Taylor explains how to use the age-old wisdom of astrology as a powerful tool for self-knowledge and self-enrichment. Using your birth chart as a starting point, you'll learn how to interpret the zodiac signs, planets, and astrological houses to better understand yourself.<br/><br/>Carole shows how astrology can provide psychological insights, then pinpoints ways to use this knowledge to nurture personal and professional relationships, deal with stress, or release your imagination and creativity. You'll discover, too, how star lore can help you when you need it most, with practical advice on negotiating key moments, whether you're changing jobs, starting a family, coping with financial difficulty, or facing retirement. <br/><br/>Authoritative and easy to understand, featuring fascinating case studies and with beautiful, inspiring illustrations throughout, <i>Astrology</i> is your essential guide to making the most of all life's challenges and opportunities.</p>]",science-technology-medicine,9780241255520
1655,A Field Guide to Larking (Paperback),"[<p><em>A Field Guide to Larking</em> is a practical, interactive and inspiring guide to 'larking' from the bestselling author of Mudlarking.</p>, <p>To lark is to get out and about, to explore the world around us and to discover the little treasures hiding in plain sight. We think, of course, of mudlarking but there is also beachlarking, fieldlarking or even simply exploring your own home with fresh eyes. In this beautiful field guide, Lara teaches us how to lark for ourselves.</p>, <p>There are maps and charts, tips and lists, and colour illustrations throughout to help identify finds. From tide tables for mudlarkers to a flint guide for fieldlarkers, this book is richly informative and yet small enough to pop in a pocket. Like a journal it invites you to interact - to make notes and record finds along the way.</p>, <p>If Lara Maiklem's first book was a glimpse into a hidden world, with this field guide she shows us how we can discover it for ourselves.</p>]",science-technology-medicine,9781526634214
1656,All Art is Ecological - Green Ideas (Paperback),"[<p><b>In twenty short books, Penguin brings you the classics of the environmental movement.</b><br/><br/><b>Provocative and playful, <i>All Art is Ecological</i> explores the strangeness of living in an age of mass extinction, and shows us that emotions and experience are the basis for a deep philosophical engagement with ecology.</b><br/><br/>Over the past 75 years, a new canon has emerged. As life on Earth has become irrevocably altered by humans, visionary thinkers around the world have raised their voices to defend the planet, and affirm our place at the heart of its restoration. Their words have endured through the decades, becoming the classics of a movement. Together, these books show the richness of environmental thought, and point the way to a fairer, saner, greener world.</p>]",science-technology-medicine,9780141997001
1657,Prisoners of Geography: Our World Explained in 12 Simple Maps (Hardback),"[<p><strong><span class=""rb-image-outer""><a href=""/category/cultural-highlights/book-awards/the-waterstones-book-of-the-year""><img border=""0"" height=""180"" src=""https://cdn.waterstones.com/images/00137572-1080x120.png"" width=""1080""/></a></span></strong></p>, <p><strong>Shortlisted for the <a href=""/category/cultural-highlights/book-awards/the-waterstones-book-of-the-year"">Waterstones Book of the Year 2019</a><br/></strong></p>, <p><strong>Shortlisted for the <a href=""/category/cultural-highlights/book-awards/the-british-book-awards"">British Book Awards</a> Children's Illustrated &amp; Non-Fiction Book of the Year 2020</strong></p>, <p><strong>‘The visual approach is spectacular. Unusual but incredibly accessible’ – Lucy at Head Office</strong></p>, <p><a href=""/author/tim-marshall/92481"">Tim Marshall</a>’s <a href=""/book/prisoners-of-geography/tim-marshall/9781783962433""><em>Prisoners of Geography</em></a> has helped millions of readers to understand the complexities and contradictions of geopolitics. A former Waterstones Non-Fiction Book of the Month beloved by our booksellers, it became a bestselling hit with both critics and readers alike.</p>, <p>Now, <em>Sky News’</em> erstwhile foreign correspondent brings the clarity and accessibility of his approach to a younger generation. Through a dozen regional maps, vividly composed by Grace Easton and Jessica Smith, Marshall offers concise and illuminating commentary on how the vagaries of geography shape animosity and conflict between nations.</p>, <p>Covering everything from the locations of national landmarks to the uneven spread of natural resources,<em> Prisoners of Geography: Our World Explained in 12 Maps</em> provides fascinating answers to the most oft-asked questions in today’s global politics. Perfect both for younger readers coming to the subject for the first time and informed adults seeking clear explanations for current events, this is an invaluable resource in rapidly changing times as well as a beautiful book to treasure forever.</p>]",science-technology-medicine,9781783964130
1658,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease (Paperback),"[<p><b>The International Bestseller</b></p>, <p style=""padding-left: 30px;"">Why rely on drugs and surgery to cure you of life-threatening disease when the right decisions can prevent you from falling ill to begin with?</p>, <p><i></i></p>, <p><i>How Not To Die</i> gives effective, scientifically-proven nutritional advice to prevent our biggest killers - including heart disease, breast cancer, prostate cancer, high blood pressure and diabetes - and reveals the astounding health benefits that simple dietary choices can provide.</p>, <p>Based on the latest scientific research, <i>How Not To Die</i> examines each of the most common diseases to reveal what, how and why different foods affect us, and how increasing our consumption of certain foods and avoiding others can dramatically reduce our risk of falling sick and even reverse the effects of disease. It also shares Dr Greger's 'Daily Dozen' - the twelve foods we should all eat every day to stay in the best of health.</p>, <p>With emphasis on individual family health history and acknowledging that everyone needs something different, Dr Michael Greger offers practical dietary advice to help you live longer, healthier lives.</p>, <p>""Dr Michael Greger reveals the foods that will help you live longer"" - Daily Mail</p>, <p>""This book may help those who are susceptible to illnesses that can be prevented with proper nutrition"" - His Holiness the Dalai Lama</p>]",science-technology-medicine,9781509852505
1659,Allen Carr's Easy Way to Stop Smoking: Read this book and you'll never smoke a cigarette again (Paperback),"[<p><em>Allen Carr's Easy Way to Stop Smoking</em> is the one that really works. It is the world's bestselling book on how to give up smoking and over nine million copies have been sold worldwide.</p>, <p>2015 marks the 30th anniversary since this ground-breaking book's first publication.</p>, <p>Read this book and you'll never smoke another cigarette again. THE unique method: No scare tactics No weight-gain The psychological need to smoke disappears as you read Feel great to be a non-smoker Join the 25 million men and women that Allen Carr has helped give up smoking.</p>, <p>""It didn't take any willpower. I didn't miss it at all and I was free"" - Ruby Wax </p>, <p>""Achieved for me a thing that I thought was not possible - to give up a thirty-year smoking habit literally overnight. It was nothing short of a miracle"" - Anjelica Huston</p>, <p>""Instantly I was freed from my addiction. I found it not only easy but unbelievably enjoyable to stay stopped"" - Sir Anthony Hopkins</p>]",science-technology-medicine,9781405923316
1660,Woodston: The Biography of An English Farm - The Sunday Times Bestseller (Hardback),"[<p><i>In the beginning was the earth...</i></p>, <p>From the Paleozoic volcanoes that stained its soil, to the Saxons who occupied it, to the Tudors who traded its wool, to the Land Girls of wartime, John Lewis-Stempel charts a sweeping, lyrical history of Woodston: the quintessential English farm.</p>, <p>With his combined skills of farmer and historian, Lewis-Stempel digs deep into written records, the memories of relatives, and the landscape itself to celebrate the farmland his family have been bound to for millennia. Through Woodston's life, we feel the joyful arrival of oxen ploughing; we see pigs rootling in the medieval apple orchard; and take in the sharp, drowsy fragrance of hops on Edwardian air. He draws upon his wealth of historical knowledge and his innate sense of place to create a passionate, fascinating biography of farming in England.</p>, <p><em>Woodston</em> not only reminds us of the rural riches buried beneath our feet but of our shared roots that tie us to the land.</p>]",science-technology-medicine,9780857525796
1661,The Art of Statistics: Learning from Data - Pelican Books (Paperback),"[<p>Statistics has played a leading role in our scientific understanding of the world for centuries, yet we are all familiar with the way statistical claims can be sensationalised, particularly in the media. In the age of big data, as data science becomes established as a discipline, a basic grasp of statistical literacy is more important than ever.</p>, <p>In <i>The Art of Statistics</i>, David Spiegelhalter guides the reader through the essential principles we need in order to derive knowledge from data. Drawing on real world problems to introduce conceptual issues, he shows us how statistics can help us determine the luckiest passenger on the Titanic, whether serial killer Harold Shipman could have been caught earlier, and if screening for ovarian cancer is beneficial.</p>, <p>How many trees are there on the planet? Do busier hospitals have higher survival rates? Why do old men have big ears? Spiegelhalter reveals the answers to these and many other questions - questions that can only be addressed using statistical science.</p>]",science-technology-medicine,9780241258767
1662,How Bad Are Bananas?: The carbon footprint of everything (Paperback),[],science-technology-medicine,9781788163811
1663,Who Owns England?: How We Lost Our Land and How to Take it Back (Paperback),"[<p>
<strong>'A formidable, brave and important book' Robert Macfarlane</strong>
</p>, <p>
<strong>Who owns England?</strong>
</p>, <p>
<strong>Behind this simple question lies this country's oldest and best-kept secret. This is the history of how England's elite came to own our land, and an inspiring manifesto for how to open up our countryside once more. </strong>
</p>, <p>This book has been a long time coming. Since 1086, in fact. For centuries, England's elite have covered up how they got their hands on millions of acres of our land, by constructing walls, burying surveys and more recently, sheltering behind offshore shell companies. But with the dawn of digital mapping and the Freedom of Information Act, it's becoming increasingly difficult for them to hide.</p>, <p>Trespassing through tightly-guarded country estates, ecologically ravaged grouse moors and empty Mayfair mansions, writer and activist Guy Shrubsole has used these 21st century tools to uncover a wealth of never-before-seen information about the people who own our land, to create the most comprehensive map of land ownership in England that has ever been made public.</p>, <p>From secret military islands to tunnels deep beneath London, Shrubsole unearths truths concealed since the Domesday Book about who is really in charge of this country - at a time when Brexit is meant to be returning sovereignty to the people. Melding history, politics and polemic, he vividly demonstrates how taking control of land ownership is key to tackling everything from the housing crisis to climate change - and even halting the erosion of our very democracy.</p>, <p>It's time to expose the truth about who owns England - and finally take back our green and pleasant land.</p>]",science-technology-medicine,9780008321710
1664,Darwin's Dragons (Paperback),"[<p>How to Train Your Dragon meets Robinson Crusoe in this high-flying dragon adventure from Lindsay Galvin!</p>, <p>Syms Covington has landed the job of a lifetime - cabin boy and fiddler on Charles Darwin's Beagle. But when he is separated from the crew during a storm, his life takes a truly extraordinary turn. Shipwrecked on a Galapagos island, he makes a discovery that could change the world - and make his fortune. But should he share his find, or will it lead to the extinction of a legendary species? There's one person who could help, but he's busy writing a book ...</p>]",science-technology-medicine,9781912626465
1665,Life Without Diabetes: The definitive guide to understanding and reversing your type 2 diabetes (Paperback),"[<p>From the pioneer of diabetes reversal and creator of the 'Newcastle Diet'</p>, <p>For centuries type 2 diabetes was regarded as an incurable, lifelong condition. Even worse, it seemed to be inevitably progressive - but no longer.</p>, <p>Professor Roy Taylor is one of the world's leading experts on type 2, the man who in 2006 finally found the missing piece of the jigsaw explaining that it was actually a reversible condition. With his team of researchers at Newcastle University, he launched a series of studies leading to a remarkable, multi-million-pound trial, which in 2019 confirmed that simple advice about diet could bring about lasting remission.</p>, <p>In this book, Taylor brings all the knowledge and experience of four decades of treating people with diabetes. He explains exactly what is happening in the body as type 2 diabetes develops and shows how you can live a full and healthy life beyond it.</p>, <p>Includes the 3-step Newcastle weight loss programme, as well as delicious tried-and-tested recipes from participants of the diabetes reversal trials.</p>]",science-technology-medicine,9781780724096
1666,"Medieval Bodies: Life, Death and Art in the Middle Ages - Wellcome Collection (Paperback)",[],science-technology-medicine,9781781256800
1667,When the Dogs Don't Bark: A Forensic Scientist's Search for the Truth (Paperback),"[<p><i>Finding the right answers is what forensic science is all about. What often matters even more, however, is asking the right questions.</i></p>, <p>Never before has criminal justice rested so heavily on scientific evidence. With ever-more sophisticated and powerful techniques at their disposal, forensic scientists have an unprecedented ability to help solve even the most complex cases.</p>, <p>Angela Gallop has been a forensic scientist for over 40 years. After joining the Forensic Science Service, the first crime scene she attended was for a case involving the Yorkshire Ripper. As well as working on a wide range of cases in many countries around the world, she is now the most sought-after forensic scientist in the UK, where she has helped solve numerous high-profile cases, including the investigation that finally absolved the Cardiff Three the Pembrokeshire Coastal Path murders, and the killings of Stephen Lawrence, Damilola Taylor, Rachel Nickell and Roberto Calvi.</p>, <p>From the crime scene to the courtroom, <i>When the Dogs Don't Bark</i> is the remarkable story of a life spent searching for the truth.</p>]",science-technology-medicine,9781473678859
1668,Life 3.0: Being Human in the Age of Artificial Intelligence (Paperback),"[<p><em>We stand at the beginning of a new era. What was once science fiction is fast becoming reality, as AI transforms war, crime, justice, jobs and society-and, even, our very sense of what it means to be human.</em></p>, <p>More than any other technology, AI has the potential to revolutionize our collective future - and there's nobody better situated to explore that future than Max Tegmark, an MIT professor and co-founder of the Future of Life Institute, whose work has helped mainstream research on how to keep AI beneficial.</p>, <p>In this deeply researched and vitally important new book, Tegmark takes us to the heart of thinking about AI and the human condition, bringing us face to face with the essential questions of our time.</p>, <p>How can we grow our prosperity through automation, without leaving people lacking income or purpose? How can we ensure that future AI systems do what we want without crashing, malfunctioning or getting hacked? Should we fear an arms race in lethal autonomous weapons? Will AI help life flourish as never before, or will machines eventually outsmart us at all tasks, and even, perhaps, replace us altogether?</p>, <p><em>Life 3.0</em> gives us the tools to join what may be the most important conversation of our time, guiding us through the most controversial issues around AI today -- from superintelligence to meaning, consciousness and the ultimate physical limits on life in the cosmos.What sort of future do you want?</p>, <p>'All of us - not only scientists, industrialists and generals-should ask ourselves what can we do now to improve the chances of reaping the benefits of future AI and avoiding the risks. This is the most important conversation of our time, and Tegmark's thought-provoking book will help you join it' - Stephen Hawking</p>]",science-technology-medicine,9780141981802
1669,Reality Is Not What It Seems: The Journey to Quantum Gravity (Paperback),"[<p><em>I think I like physics because it opens a window through which we can see further. It gives me the sense of fresh air entering the house.</em></p>, <p>From the bestselling author of <em><a href=""https://www.waterstones.com/book/seven-brief-lessons-on-physics/carlo-rovelli/9780141981727"">Seven Brief Lessons on Physics</a></em> comes a new book about the mind-bending nature of the universe</p>, <p>Do space and time truly exist? What is reality made of? Can we understand its deep texture?</p>, <p>Scientist Carlo Rovelli has spent his whole life exploring these questions and pushing the boundaries of what we know. In this mind-expanding book, he shows how our understanding of reality has changed throughout centuries, from Democritus to loop quantum gravity.</p>, <p>Taking us on a wondrous journey, he invites us to imagine a whole new world where black holes are waiting to explode, spacetime is made up of grains, and infinity does not exist -- a vast universe still largely undiscovered.</p>, <p>Translated by Simon Carnell and Erica Segre</p>, <p>‘As readers of his bestselling <a href=""https://www.waterstones.com/book/seven-brief-lessons-on-physics/carlo-rovelli/9780141981727""><em>Seven Brief Lessons on Physics</em></a> will know, Rovelli writes with elegance, clarity and charm. This new book, too, is a joy to read as well as being an intellectual feast’ – <em>The New Statesman</em></p>, <p>You can order Carlo Rovelli's new book, <em><a href=""/book/the-order-of-time/carlo-rovelli/9780241292525"">The Order of Time</a>, </em>now.</p>]",science-technology-medicine,9780141983219
1670,Collins World Atlas: Paperback Edition (Paperback),"[<p>A new, fully updated edition of this bestselling atlas of the world. Great value and contains all the world maps you need in a budget atlas, for family, study and business use.</p>, <p>Explore our planet;<br/>* Clear maps giving balanced worldwide coverage<br/>* Key statistics and flags for every country of the world<br/>* World time zones maps<br/>* Discover more than 10,000 places</p>, <p>Mapping updates include; <br/>* Country name changes - Czechia (formerly Czech Republic),Eswatini (formerly Swaziland) and North Macedonia (formerly Macedonia)<br/>* Extensive place name changes in New Zealand, Myanmar and Ukraine<br/>* Changes to capital cities in Burundi, Chad, Eswatini, Kazakhstan and Kiribati<br/>* Railways in France, Kazakhstan and Turkmenistan. Motorways in UK and Ireland<br/>* New rail and road bridge across Kerch Strait<br/>* Everest height updated to 8,849m / 29,032ft</p>]",science-technology-medicine,9780008320416
